,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url,1w_chg_pct,1m_chg_pct,1y_chg_pct,max_drawdown,ticker,fax,headSymbol,underlyingExchangeSymbol,underlyingSymbol,uuid,address2,ratecode,USD-USD,CNY-USD,TWD-USD,CNY-HKD,EUR-USD,rate
45,92122,Healthcare,7800.0,"Illumina, Inc. provides sequencing and array-based solutions for genetic and genomic analysis. Its products and services serve customers in a range of markets enabling the adoption of genomic solutions in research and clinical settings for applications in the life sciences, oncology, reproductive health, agriculture, and other emerging segments. The company provides instruments and consumables used in genetic analysis; and genotyping and sequencing services, instrument service contracts, and development and licensing agreements. Its customers include genomic research centers, academic institutions, government laboratories, and hospitals, as well as pharmaceutical, biotechnology, commercial molecular diagnostic laboratories, and consumer genomics companies. The company markets and distributes its products directly to customers in North America, Europe, Latin America, and the Asia-Pacific region, as well as sells through life-science distributors in various markets within Europe, the Asia-Pacific region, Latin America, the Middle East, and Africa. It has collaboration agreements with Geneseeq Technology Inc. to develop comprehensive in-vitro diagnostic (IVD) NGS testing kits for cancer; LetsGetChecked to track COVID-19 variants in California; and Merck & Co., Inc. to develop and commercialize tests that identify genetic mutations used in the assessment of homologous recombination deficiency. The company was incorporated in 1998 and is headquartered in San Diego, California.",San Diego,858 202 4500,CA,United States,[],http://www.illumina.com,1.0,5200 Illumina Way,Diagnostics & Research,0.21448,0.21192,0.7021,669000000,0.395,0.16495001,918000000.0,350.0,hold,2231000000.0,1485250048,476.5,382.4,0.719,2.682,0.03928,18.0,464.61,23.95,0.11862001,560.0,1264999936.0,2536999936.0,4280000000.0,8.093,USD,28.968,2.045,2.8,NMS,"Illumina, Inc.","Illumina, Inc.",America/New_York,EST,True,-18000000,EQUITY,ILMN,finmb_29753,us_market,,14.984,,69.861,,,7.2,,146000000.0,,,,33.712,1843005.0,0.0117999995,,1609632000.0,0.85418,907000000.0,4.28,,,11.343142,0.00232,1672704000.0,,1633219200.0,1.9,1631664000.0,155662296.0,0.85974,64132734976.0,2.0,,1222128000,2:1,,,,0.771,13.044486,1634256000.0,3.4,,53.11111,,0.0135,2426586.0,,,,378.8,380.5,425.1573,,0.0,,385.3,,1165460.0,378.8,388.2716,,380.5,,1165460.0,,,,,,,379.09,USD,89.34579,165109.0,,,,55830401024.0,,,933255.0,379.09,381.85,900.0,165109.0,555.77,,,341.03,381.43,False,,800.0,385.3,382.4,,https://logo.clearbit.com/illumina.com,0.16075894241220912,2.497238431162252,3.623427828440251,-27.5836468492364,ILMN,858 202 4545,,,,c76f8ba3-209c-315d-a776-1d132bd357c6,,USD-USD,1,0.16,0.036,1.22,1.13,1.0
46,95054-1549,Technology,117200.0,"Intel Corporation designs, manufactures, and sells essential technologies for the cloud, smart, and connected devices for retail, industrial, and consumer uses worldwide. The company operates through DCG, IOTG, Mobileye, NSG, PSG, CCG, and All Other segments. It offers platform products, such as central processing units and chipsets, and system-on-chip and multichip packages; and non-platform or adjacent products comprising accelerators, boards and systems, connectivity products, and memory and storage products. The company also provides Internet of Things products, including high-performance compute solutions for targeted verticals and embedded applications; and computer vision and machine learning-based sensing, data analysis, localization, mapping, and driving policy technology. It serves original equipment manufacturers, original design manufacturers, and cloud service providers. Intel Corporation has a strategic partnership with MILA to develop and apply advances in artificial intelligence methods for enhancing the search in the space of drugs. The company was founded in 1968 and is headquartered in Santa Clara, California.",Santa Clara,408 765 8080,CA,United States,[],https://www.intel.com,1.0,2200 Mission College Boulevard,Semiconductors,0.44245,0.2689,0.56266,34083999744,0.047,0.29309,34721001472.0,40.0,hold,43612000000.0,6137124864,60.0,51.515,0.637,2.073,0.09179,38.0,62.31,44.739,0.25634,85.0,34635001856.0,40304001024.0,78474002432.0,8.516,USD,19.302,1.455,2.8,NMS,Intel Corporation,Intel Corporation,America/New_York,EST,True,-18000000,EQUITY,INTC,finmb_21127,us_market,,2.731,,6.173,,,4.57,,4038000128.0,,,,19.764,75848846.0,0.0186,,1608940800.0,0.6501,21102000128.0,4.456,,,2.6065068,0.00072999997,1672012800.0,,1632528000.0,2.58,1635465600.0,4063177020.0,0.516883,214346776576.0,2.0,,965001600,2:1,,,,0.596,2.6507833,1638230400.0,1.12,,11.2724285,,0.0187,72865700.0,,,,50.97,51.08,55.3231,0.026231116,0.2665,,51.73,,31725150.0,50.97,50.6036,1.337,51.08,,31725150.0,,,1.39,1635984000,,,51.05,USD,11.560817,9389084.0,,,,208017571840.0,,,32066032.0,51.05,51.6,1400.0,9389084.0,68.49,,2.49,47.87,51.59,False,0.0271,1800.0,51.73,51.515,,https://logo.clearbit.com/intel.com,1.9499662297484566,3.5199966430664142,12.815210120680076,-22.675452008660802,INTC,,,,,fc39dab3-4bbe-3356-80d3-0933db783ba0,,USD-USD,1,0.16,0.036,1.22,1.13,1.0
47,94043,Technology,10600.0,"Intuit Inc. provides financial management and compliance products and services for consumers, small businesses, self-employed, and accounting professionals in the United States, Canada, and internationally. The company operates in three segments: Small Business & Self-Employed, Consumer, and Strategic Partner. The Small Business & Self-Employed segment provides QuickBooks online services and desktop software solutions comprising QuickBooks Online Advanced, a cloud-based solution; QuickBooks Enterprise, a hosted solution; QuickBooks Self-Employed solution; and QuickBooks Online Accountant and QuickBooks Accountant Desktop Plus solutions; payroll solutions, such as online payroll processing, direct deposit of employee paychecks, payroll reports, electronic payment of federal and state payroll taxes, and electronic filing of federal and state payroll tax forms. This segment also offers payment-processing solutions, including credit and debit cards, and ACH payment services; and financial supplies and financing for small businesses. Its Consumer segment provides TurboTax income tax preparation products and services; and personal finance. The company's Strategic Partner segment offers Lacerte, ProSeries, and ProFile desktop tax-preparation software products; and ProConnect Tax Online tax products, electronic tax filing service, and bank products and related services. It sells products and services through various sales and distribution channels, including multi-channel shop-and-buy experiences, websites and call centers, mobile application stores, and retail and other channels. Intuit Inc. has a collaboration agreement with Red Hat, Inc. on Argo CD, a declarative continuous delivery tool for Kubernetes deployments; and a strategic agreement with Visa Inc. The company was founded in 1983 and is headquartered in Mountain View, California.",Mountain View,650 944 6000,CA,United States,[],http://www.intuit.com,1.0,2700 Coast Avenue,Software—Application,0.32201,0.23931,0.83123,2995000064,0.39,0.29275,2862000128.0,470.0,buy,6323000000.0,2405125120,621.0,634.96,0.29,1.964,0.13826999,19.0,596.52,24.832,0.28948998,670.0,4116000000.0,2472000000.0,8888000512.0,15.063,USD,33.288,1.723,1.9,NMS,Intuit Inc.,Intuit Inc.,America/New_York,EST,True,-18000000,EQUITY,INTU,finmb_21171,us_market,,15.892,,49.352,,,10.79,,273259008.0,,,,36.408,2368300.0,0.0087,,1596153600.0,0.87276,2127000064.0,7.888,,,17.440123,0.02841,1659225600.0,,1619740800.0,2.05,1623715200.0,265438586.0,1.004352,141246005248.0,2.0,,1152230400,2:1,,,,0.351,19.521662,1626307200.0,3.46,,58.847084,,0.0089,2113532.0,,,,631.66,631.66,518.47156,0.0036411996,0.2919,,637.27,,1909230.0,631.66,631.6958,2.3,631.66,,1909230.0,,,2.36,1625788800,,,630.75,USD,80.49696,327627.0,,,,173508542464.0,,,1545491.0,630.75,634.36,800.0,327627.0,716.86,,0.8,357.69,634.03,False,0.0045,900.0,637.27,634.96,,https://logo.clearbit.com/intuit.com,4.622670815541197,-6.460706760531676,71.42848401432008,-6.460706760531676,INTU,,,,,5c70294e-cd25-37e7-bcfc-efc872b77fe6,,USD-USD,1,0.16,0.036,1.22,1.13,1.0
48,94086-5304,Healthcare,8081.0,"Intuitive Surgical, Inc., together with its subsidiaries, designs, develops, manufactures, and markets da Vinci surgical systems, and related instruments and accessories in the United States and internationally. The company's da Vinci Surgical System include surgeon's consoles, patient-side carts, 3-D HD vision systems, skills simulators, da Vinci Xi integrated table motions, and Firefly fluorescence imaging products that enable surgeons to perform various surgical procedures, including gynecologic, urologic, general, cardiothoracic, and head and neck surgical procedures. It also manufactures EndoWrist instruments, such as forceps, scissors, electrocautery tools, scalpels, and other surgical tools, which incorporate wrist joints for natural dexterity for various surgical procedures; and provides SimNow, a cloud-enabled simulation platform, which allows surgeons to learn and practice their surgical skills; Iris, an augmented reality imaging product for use in kidney procedures; and Intuitive Cloud that enables proactive monitoring and software updates. In addition, the company offers EndoWrist Stapler, a wristed stapling instrument for resection, transection, and creation of anastomoses; EndoWrist One Vessel Sealers that are wristed single-use instruments for bipolar coagulation and mechanical transection of vessels up to 7mm in diameter and tissue bundles that fit in the jaws of the instrument; E-100 generator, an electrosurgical generator; SureForm 45 Curved-Tip stapler; and SynchroSeal for sealing and transection with a single pedal press. Additionally, the company sells various accessories comprising sterile drapes for ensuring sterile field during surgery; and vision products that include replacement 3D stereo endoscopes, camera heads, light guides, and other items that facilitate the use of the da Vinci Surgical System, as well as Ion endoluminal system for biopsies. Intuitive Surgical, Inc. was founded in 1995 and is headquartered in Sunnyvale, California.",Sunnyvale,408 523 2100,CA,United States,[],https://www.intuitive.com,1.0,1020 Kifer Road,Medical Instruments & Supplies,0.38052,0.30777,0.69117,2149199872,0.302,0.32526,2088499968.0,289.67,buy,2861200000.0,1669049984,370.0,364.54,0.195,5.576,0.09475,14.0,358.86,,0.16475001,425.0,4132000000.0,0.0,5488500224.0,11.567,USD,15.468,4.795,2.2,NMS,"Intuitive Surgical, Inc.","Intuitive Surgical, Inc.",America/New_York,EST,True,-18000000,EQUITY,ISRG,finmb_30239,us_market,,22.986,,60.406,0.3415184,,5.57,,357236992.0,,,,31.945,2577342.0,0.0072000003,,1609372800.0,0.86394995,1689200000.0,4.638,,0.28379917,11.411489,0.00963,1672444800.0,,1632960000.0,1.85,1635465600.0,353864545.0,0.997793,126158012416.0,2.0,,1633392000,3:1,,,,0.212,9.457688,1638230400.0,4.26,,23.005695,,0.0072000003,3551046.0,,,,362.21,360.65,314.2543,,0.0,,365.67,,1666090.0,362.21,345.3932,,360.65,,1666090.0,,,,,,,357.33,USD,37.396088,489636.0,,,,43041939456.0,,,1623293.0,357.33,363.82,2200.0,489636.0,369.69,,,227.46666,363.54,False,,900.0,365.67,363.49,,https://logo.clearbit.com/intuitive.com,4.725792863941791,8.902437467863278,35.82642730781327,-0.24082011123524039,ISRG,408 523 1390,,,,fae970d5-82c8-3b4b-a1eb-c4a07c93573d,,USD-USD,1,0.16,0.036,1.22,1.13,1.0
49,101111,Consumer Cyclical,310000.0,"JD.com, Inc. operates as an e-commerce company and retail infrastructure service provider in the People's Republic of China. It operates in two segments, JD Retail and New Businesses. The company offers home appliances; mobile handsets and other digital products; desktop, laptop, and other computers, as well as printers and other office equipment; furniture and household goods; apparel; cosmetics, personal care items, and pet products; women's shoes, bags, jewelry, and luxury goods; men's shoes, sports gears, and fitness equipment; automobiles and accessories; maternal and childcare products, toys, and musical instruments; and food, beverage, and fresh produce. It also provides gifts, flowers, and plants; pharmaceutical and healthcare products, including OCT pharmaceutical products, nutritional supplements, healthcare services, and other healthcare equipment; books, e-books, music, movie, and other media products; and virtual goods, such as online travel agency, attraction tickets, and prepaid phone and game cards, as well as industrial products and installation and maintenance services. In addition, the company offers an online marketplace for third-party merchants to sell products to customers; and transaction processing and billing, and other services. Further, it provides online marketing services for suppliers, third-party merchants, and other business partners; supply chain and logistics services for various industries; and consumer financing services to individual customers, as well as online-to-offline solutions. JD.com, Inc. offers its products through its website jd.com and mobile apps, as well as directly to customers. As of December 31, 2020, JD.com, Inc. operated fulfillment centers with a network of approximately 900 warehouses in various counties and districts in China. The company has strategic cooperation agreement with Tencent Holdings Limited. JD.com, Inc. was incorporated in 2006 and is headquartered in Beijing, China.",Beijing,,,China,[],http://www.jd.com,1.0,Building A,Internet Retail,0.020280002,0.06471,0.07921,36578021376,0.39,0.0124,16280725504.0,61.95,buy,60408124000.0,6688770048,95.6,68.96,2.139,1.403,0.01827,40.0,94.75,14.528,0.31530002,124.89,134878658560.0,32848750592.0,802772877312.0,87.19,CNY,523.495,0.936,1.8,NMS,"JD.com, Inc.","JD.com, Inc.",America/New_York,EST,False,-18000000,EQUITY,JD,finmb_36273923,us_market,,0.061,,2.998,,,2.42,,1558989952.0,,,,121.964,28268787.0,0.018099999,,1609372800.0,0.42067,51949686784.0,5.081,,,0.56541276,0.07018,1672444800.0,,1617148800.0,2.51,1619740800.0,909702945.0,0.760326,48802496512.0,2.0,,,,,,,2.372,0.13392076,1622160000.0,102.7,,28.495867,,,28810782.0,,,,73.75,67.87,76.66767,,0.0,,69.5,,11137780.0,73.75,80.7138,,67.87,,11137780.0,,,,,,,66.18,USD,13.572132,19164329.0,,,,107507949568.0,,,9751972.0,66.18,69.49,800.0,19164329.0,108.29,,,61.65,69.46,False,,900.0,69.5,68.96,,https://logo.clearbit.com/jd.com,-10.271080969062963,-25.071095435555012,-19.28684933960537,-38.3701305770051,JD,,,,,2ecd214d-b016-30ad-a345-2ae4236e065d,"20th Floor No. 18 Kechuang 11 Street Yizhuang Eco & Tech Dev Zn, Daxing Dist.",CNY-USD,1,0.16,0.036,1.22,1.13,0.16
50,01803,Consumer Defensive,27000.0,"Keurig Dr Pepper Inc. operates as a beverage company in the United States and internationally. It operates through Coffee Systems, Packaged Beverages, Beverage Concentrates, and Latin America Beverages segments. The Coffee Systems segment manufactures and distributes various finished goods related to its coffee systems, K-Cup pods, and brewers, as well as special coffee. This segment sells its brewers through third-party distributors and retail partners, as well as through its website at keurig.com. The Packaged Beverages segment engages in the manufacture and distribution of packaged beverages of its brands; contract manufacturing of various private label and emerging brand beverages; and distribution of packaged beverages for its partner brands. The Beverage Concentrates segment manufactures and sells beverage concentrates primarily under the Dr Pepper, Canada Dry, Crush, Schweppes, Sun Drop, Sunkist soda, A&W, 7UP, Squirt, Big Red, RC Cola, and Hawaiian Punch brands. This segment also manufactures beverage concentrates into syrup. The Latin America Beverages segment manufactures and distributes carbonated mineral water, flavored carbonated soft drinks, bottled water, and vegetable juice products under the PeÃ±afiel, Clamato, Squirt, Aguafiel, and Crush brands. The company serves retailers, bottlers and distributors, restaurants, hotel chains, office coffee distributors, and end-use consumers. Keurig Dr Pepper Inc. was founded in 1981 and is headquartered in Burlington, Massachusetts.",Burlington,781 418 7000,MA,United States,[],https://www.keurigdrpepper.com,1.0,53 South Avenue,Beverages—Non-Alcoholic,0.31427,0.13945,0.56401,2723000064,0.076,0.259,3900999936.0,33.0,buy,6530000000.0,2219000064,40.0,35.7,0.194,0.413,0.0403,18.0,39.48,57.685,0.07253,46.0,203000000.0,14078000128.0,12412999680.0,0.143,USD,8.785,0.215,2.2,NMS,Keurig Dr Pepper Inc.,Keurig Dr Pepper Inc.,America/New_York,EST,False,-18000000,EQUITY,KDP,finmb_334622,us_market,,5.215,,16.595,,,1.75,,1417420032.0,,,,16.983,16968807.0,0.012,,1609372800.0,0.48911998,1731000064.0,1.05,,,2.1021023,0.40243998,1672444800.0,,1632960000.0,3.68,1635465600.0,854860686.0,0.64451,64737284096.0,2.0,,,,,,,0.196,4.1096272,1638230400.0,2.35,,20.4,,0.0182,21803818.0,,,,35.87,35.91,35.2189,0.016727071,0.5579,,35.965,,6247750.0,35.87,35.3046,0.6,35.91,,6247750.0,,,0.75,1641340800,,,35.65,USD,34.000004,1698963.0,,,,51012804608.0,,,5700460.0,35.65,35.69,1000.0,1698963.0,37.11,,2.59,30.28,35.68,False,0.0209,1400.0,35.965,35.7,,https://logo.clearbit.com/keurigdrpepper.com,2.972817797658167,3.412001209596416,15.96893904926089,-0.7703115779350789,KDP,,,,,385f021e-f690-3f2a-8d31-1901fcfc08f9,,USD-USD,1,0.16,0.036,1.22,1.13,1.0
51,95035,Technology,11300.0,"KLA Corporation designs, manufactures, and markets process control and yield management solutions for the semiconductor and related nanoelectronics industries worldwide. The company offers chip and wafer manufacturing products, including defect inspection and review systems, metrology solutions, in situ process monitoring products, computational lithography software, and data analytics systems for chip manufacturers to manage yield throughout the semiconductor fabrication process. It also provides reticle manufacturing products, such as reticle inspection, metrology, and data analytics systems for mask shops; and packaging manufacturing products comprising wafer inspection and metrology, die sorting and inspection, IC component inspection and metrology, data analytics, wafer processing systems, and IC substrate production processes. In addition, the company offers compound semiconductor, power device, light emitting diode, and microelectromechanical system manufacturing products; data storage media/head manufacturing products; general purpose/lab applications; and previous-generation KLA systems. Further, it provides wafer processing solutions; printed circuit boards, and display and inspection components; and other services. The company was formerly known as KLA-Tencor Corporation and changed its name to KLA Corporation in July 2019. KLA Corporation was incorporated in 1975 and is headquartered in Milpitas, California.",Milpitas,408 875 3000,CA,United States,[],http://www.kla.com,1.0,One Technology Drive,Semiconductor Equipment & Materials,0.41709998,0.36523998,0.60273,2536652032,0.354,0.37233,3113244928.0,325.0,buy,4146569000.0,1780884736,380.0,418.36,1.587,2.435,0.16973,19.0,387.53,91.792,0.82329005,470.0,2624813056.0,3542321920.0,7463951872.0,17.312,USD,48.673,1.658,2.2,NMS,KLA Corporation,KLA Corporation,America/New_York,EST,True,-18000000,EQUITY,KLAC,finmb_282225,us_market,,8.509,,20.4,,,16.99,,153282000.0,,,,20.311,2528294.0,0.0167,,1625011200.0,0.89873004,2726141952.0,11.909,,,20.597704,0.0015199999,1688083200.0,,1632960000.0,2.44,1631664000.0,151353794.0,1.224415,63511359488.0,2.0,,948240000,2:1,,,,1.54,8.591569,1634256000.0,1.16,,24.623896,,0.019,2904351.0,,,,413.21,415.23,342.48364,0.008591273,0.21260001,,424.49,,1692180.0,413.21,393.9714,3.55,415.23,,1692180.0,,,4.2,1636675200,,,415.031,USD,35.12973,347394.0,,,,64127053824.0,,,1208224.0,415.031,417.75,1100.0,347394.0,441.55,,2.01,255.21,417.28,False,0.010199999,800.0,424.49,418.36,,https://logo.clearbit.com/kla.com,5.5569126378033795,4.424414682152689,68.74327547365868,-1.8220276907996769,KLAC,408 875 4875,,,,ea2026dc-c4e6-3402-9cad-01bc16897d45,,USD-USD,1,0.16,0.036,1.22,1.13,1.0
52,15222,Consumer Defensive,38000.0,"The Kraft Heinz Company, together with its subsidiaries, manufactures and markets food and beverage products in the United States, Canada, the United Kingdom, and internationally. Its products include condiments and sauces, cheese and dairy, meals, meats and seafood, frozen and chilled foods, packaged drinking pouches, appetizers, nuts and salted snacks, refreshment beverages, coffee, infant and nutrition products, and other grocery products, as well as desserts, dressings, toppings, and baking. The company offers its products under the Kraft, Oscar Mayer, Heinz, Philadelphia, Velveeta, Lunchables, Planters, Maxwell House, Capri Sun, Ore-Ida, Kool-Aid, Jell-O, ABC, Master, Golden Circle, Quero, Plasmon, Wattie's, Pudliszki, Classico, TGI Fridays, and Taco Bell Home Originals brand names. It sells its products through its own sales organizations, as well as through independent brokers, agents, and distributors to chain, wholesale, cooperative and independent grocery accounts, convenience stores, drug stores, value stores, bakeries, pharmacies, mass merchants, club stores, foodservice distributors and institutions, including hotels, restaurants, hospitals, health care facilities, and government agencies; and online through e-commerce platforms and retailers. The company was formerly known as H.J. Heinz Holding Corporation and changed its name to The Kraft Heinz Company in July 2015. The Kraft Heinz Company was founded in 1869 and is headquartered in Pittsburgh, Pennsylvania.",Pittsburgh,412 456 5700,PA,United States,[],http://www.kraftheinzcompany.com,1.0,One PPG Place,Packaged Foods,0.26333,0.082040004,0.35462,4742000128,-0.005,0.22816,6949000192.0,33.0,hold,9171000000.0,2583375104,41.0,35.34,,1.152,0.03853,21.0,40.86,50.477,0.0438,49.0,3940999936.0,25309999104.0,26389000192.0,3.221,USD,21.568,0.602,2.8,NMS,The Kraft Heinz Company,The Kraft Heinz Company,America/New_York,EST,True,-18000000,EQUITY,KHC,finmb_278212,us_market,,2.494,,9.473,,,2.66,,1223149952.0,,,,41.119,27647531.0,0.0226,,1608940800.0,0.80428004,2164999936.0,0.442,,,0.8594567,0.01685,1672012800.0,,1624665600.0,5.37,1627603200.0,673658126.0,1.133187,65825083392.0,2.0,,,,,,,,1.6380355,1630368000.0,-4.77,,13.285714,,0.0417,23321831.0,,,,35.11,35.2576,38.646873,0.045571063,0.90910006,,35.455,,7532660.0,35.11,35.7448,1.6,35.2576,,7532660.0,,,1.6,1630368000,,,35.2,USD,79.95475,1615141.0,,,,43226120192.0,,,6990237.0,35.2,35.37,800.0,1615141.0,44.95,,4.49,31.6,35.36,False,0.0442,1200.0,35.455,35.34,,https://logo.clearbit.com/kraftheinzcompany.com,2.4571446010044573,3.105238266131183,6.17610410686098,-16.877536320435805,KHC,,,,,aa94f7c2-b9a7-3327-84d9-2c52fccdd6df,,USD-USD,1,0.16,0.036,1.22,1.13,1.0
53,94538,Technology,14100.0,"Lam Research Corporation designs, manufactures, markets, refurbishes, and services semiconductor processing equipment used in the fabrication of integrated circuits. The company offers ALTUS systems to deposit conformal films for tungsten metallization applications; SABRE electrochemical deposition products for copper interconnect transition that offers copper damascene manufacturing; SOLA ultraviolet thermal processing products for film treatments; and VECTOR plasma-enhanced CVD ALD products. It also provides SPEED gapfill high-density plasma chemical vapor deposition products; and Striker single-wafer atomic layer deposition products for dielectric film solutions. In addition, the company offers Flex for dielectric etch applications; Kiyo for conductor etch applications; Syndion for through-silicon via etch applications; and Versys metal products for metal etch processes. Further, it provides Coronus bevel clean products to enhance die yield; Da Vinci, DV-Prime, EOS, and SP series products to address various wafer cleaning applications; and Metryx mass metrology systems for high precision in-line mass measurement in semiconductor wafer manufacturing. The company sells its products and services to semiconductors industry in the United States, China, Europe, Japan, Korea, Southeast Asia, Taiwan, and internationally. Lam Research Corporation was incorporated in 1980 and is headquartered in Fremont, California.",Fremont,510 572 0200,CA,United States,[],http://www.lamresearch.com,1.0,4650 Cushing Parkway,Semiconductor Equipment & Materials,0.32744,0.26722,0.46528,3588163072,0.485,0.30644,4789173760.0,640.0,buy,6805306000.0,2267264256,750.0,695.25,0.689,3.303,0.18398,23.0,736.17,85.701,0.69795996,815.0,5729135104.0,5165377024.0,14626150400.0,40.359,USD,101.847,2.482,2.1,NMS,Lam Research Corporation,Lam Research Corporation,America/New_York,EST,True,-18000000,EQUITY,LRCX,finmb_30655,us_market,,5.301,,16.189,,,32.42,,142619008.0,,,,37.667,2275260.0,0.0162,,1624752000.0,0.85835,3908457984.0,23.652,,,18.457802,0.0021600001,1687824000.0,,1624752000.0,1.84,1628812800.0,141493751.0,1.26455,77533478912.0,2.0,,953251200,3:1,,,,0.643,6.7793546,1631664000.0,1.12,,21.445097,,0.0162,2302859.0,,,,691.22,694.48,615.9285,0.0073059234,0.1933,,706.942,,1211230.0,691.22,633.8832,5.05,694.48,,1211230.0,,,6,1632700800,,,693.3775,USD,29.394978,396743.0,,,,99155861504.0,,,1380042.0,693.3775,696.45,1000.0,396743.0,724.0,,1.41,465.5,695.74,False,0.0109,1100.0,706.942,695.25,,https://logo.clearbit.com/lamresearch.com,4.835517283375768,5.456197671126373,51.78006074782253,-1.009130298832639,LRCX,,,,,e4500f2f-32ec-313e-8728-0aab1549b6ef,,USD-USD,1,0.16,0.036,1.22,1.13,1.0
54,94560,Consumer Cyclical,1861.0,"Lucid Group, Inc. a technology and automotive company, develops electric vehicle (EV) technologies. The company designs, engineers, and builds electric vehicles, EV powertrains, and battery systems. As of June 30, 2021, it operated eight retail studios in the United States. The company is headquartered in Newark, California.",Newark,510-648-3553,CA,United States,[],https://www.lucidmotors.com,1.0,7373 Gateway Boulevard,Auto Manufacturers,0.0,0.0,-0.3655,-938190016,-0.305,-285.88858,-1213081984.0,16.0,buy,906000.0,,38.0,36.98,,18.51,,2.0,38.0,4.472,,60.0,4797385216.0,216672992.0,4353000.0,2.914,USD,0.014,17.91,2.0,NMS,"Lucid Group, Inc.","Lucid Group, Inc.",America/New_York,EST,False,-18000000,EQUITY,LCID,finmb_83747444,us_market,,13561.89,,-48.665,2.83714,,-1.13,,1646370048.0,,,,2.951,42438940.0,0.025799999,,1609372800.0,0.68994004,-3998904064.0,-12.567,,0.28379917,12.531345,0.037130002,1672444800.0,,1632960000.0,0.41,1635465600.0,569791136.0,,59034906624.0,2.0,,,,,,,,,1638230400.0,0.57,,,,,54223222.0,258750000,,,38.7,38.52,27.288774,,,,38.69,,57811230.0,38.7,40.4921,,38.52,,57811230.0,,,,,,,37.53,USD,,17530627.0,,,,,,,74100878.0,37.53,38.09,1000.0,17530627.0,64.86,,,10.0,38.09,False,,1300.0,38.69,38.09,,https://logo.clearbit.com/lucidmotors.com,-2.735404794859686,-32.83690770088701,266.86507760051757,-36.29629624761927,LCID,,,,,99afad3b-e490-32c8-a510-aff61827cf66,,USD-USD,1,0.16,0.036,1.22,1.13,1.0
